fetch_ts_ms,measured_at_ms,heart_rate
1776295829000,1776295829000,88
1776295831000,1776295831000,88
1776295833000,1776295833000,87
1776295834000,1776295834000,87
1776295836000,1776295836000,87
1776295837000,1776295837000,82
1776295839000,1776295839000,82
1776295840000,1776295840000,82
1776295842000,1776295842000,81
1776295843000,1776295843000,81
1776295845000,1776295845000,81
1776295846000,1776295846000,81
1776295848000,1776295848000,81
1776295849000,1776295849000,81
1776295851000,1776295851000,81
1776295852000,1776295852000,78
1776295854000,1776295854000,78
1776295855000,1776295855000,78
1776295857000,1776295857000,79
1776295858000,1776295858000,79
1776295860000,1776295860000,79
1776295861000,1776295861000,79
1776295863000,1776295863000,78
1776295864000,1776295864000,78
1776295866000,1776295866000,78
1776295867000,1776295867000,82
1776295869000,1776295869000,82
1776295870000,1776295870000,82
1776295872000,1776295872000,78
1776295873000,1776295873000,78
1776295875000,1776295875000,78
1776295876000,1776295876000,78
1776295878000,1776295878000,78
1776295880000,1776295880000,78
1776295881000,1776295881000,78
1776295883000,1776295883000,77
1776295884000,1776295884000,77
1776295886000,1776295886000,77
1776295887000,1776295887000,77
1776295889000,1776295889000,77
1776295890000,1776295890000,77
1776295892000,1776295892000,75
1776295893000,1776295893000,75
1776295895000,1776295895000,75
1776295896000,1776295896000,75
1776295898000,1776295898000,74
1776295899000,1776295899000,74
1776295901000,1776295901000,74
1776295902000,1776295902000,77
1776295904000,1776295904000,77
1776295905000,1776295905000,77
1776295907000,1776295907000,76
1776295908000,1776295908000,76
1776295910000,1776295910000,76
1776295911000,1776295911000,76
1776295913000,1776295913000,77
1776295914000,1776295914000,77
1776295916000,1776295916000,77
1776295917000,1776295917000,77
1776295919000,1776295919000,77
1776295921000,1776295921000,77
1776295922000,1776295922000,77
1776295923000,1776295923000,77
1776295925000,1776295925000,77
1776295927000,1776295927000,77
1776295928000,1776295928000,77
1776295929000,1776295929000,77
1776295931000,1776295931000,77
1776295932000,1776295932000,76
1776295934000,1776295934000,76
1776295935000,1776295935000,76
1776295937000,1776295937000,76
1776295938000,1776295938000,76
1776295940000,1776295940000,76
1776295942000,1776295942000,76
1776295943000,1776295943000,77
1776295945000,1776295945000,77
1776295946000,1776295946000,77
1776295948000,1776295948000,78
1776295949000,1776295949000,78
1776295951000,1776295951000,78
1776295952000,1776295952000,76
1776295954000,1776295954000,76
1776295955000,1776295955000,76
1776295957000,1776295957000,76
1776295958000,1776295958000,76
1776295960000,1776295960000,76
1776295961000,1776295961000,76
1776295963000,1776295963000,76
1776295965000,1776295965000,76
1776295966000,1776295966000,76
1776295968000,1776295968000,75
1776295969000,1776295969000,75
1776295971000,1776295971000,75
1776295972000,1776295972000,75
1776295974000,1776295974000,75
1776295975000,1776295975000,75
1776295977000,1776295977000,77
1776295978000,1776295978000,77
1776295980000,1776295980000,77
1776295982000,1776295982000,77
1776295983000,1776295983000,81
1776295985000,1776295985000,81
1776295986000,1776295986000,81
1776295988000,1776295988000,78
1776295989000,1776295989000,78
1776295991000,1776295991000,78
1776295992000,1776295992000,77
1776295994000,1776295994000,77
1776295996000,1776295996000,77
1776295997000,1776295997000,78
1776295998000,1776295998000,78
1776296000000,1776296000000,78
1776296002000,1776296002000,73
1776296003000,1776296003000,73
1776296005000,1776296005000,73
1776296006000,1776296006000,73
1776296008000,1776296008000,71
1776296009000,1776296009000,71
1776296011000,1776296011000,71
1776296012000,1776296012000,72
1776296013000,1776296013000,72
1776296015000,1776296015000,72
1776296020000,1776296020000,71
1776296021000,1776296021000,71
1776296023000,1776296023000,71
1776296024000,1776296024000,71
1776296026000,1776296026000,71
1776296031000,1776296031000,72
1776296032000,1776296032000,72
1776296034000,1776296034000,72
1776296035000,1776296035000,72
1776296037000,1776296037000,72
1776296038000,1776296038000,72
1776296040000,1776296040000,72
1776296041000,1776296041000,72
1776296043000,1776296043000,76
1776296044000,1776296044000,76
1776296046000,1776296046000,76
1776296047000,1776296047000,88
1776296049000,1776296049000,88
1776296050000,1776296050000,88
1776296052000,1776296052000,98
1776296053000,1776296053000,98
1776296055000,1776296055000,98
1776296056000,1776296056000,98
1776296058000,1776296058000,99
1776296059000,1776296059000,99
1776296061000,1776296061000,99
1776296062000,1776296062000,94
1776296064000,1776296064000,94
1776296065000,1776296065000,94
1776296067000,1776296067000,94
1776296068000,1776296068000,95
1776296070000,1776296070000,95
1776296071000,1776296071000,95
1776296073000,1776296073000,97
1776296074000,1776296074000,97
1776296076000,1776296076000,97
1776296077000,1776296077000,98
1776296079000,1776296079000,98
1776296080000,1776296080000,98
1776296082000,1776296082000,98
1776296083000,1776296083000,100
1776296085000,1776296085000,100
1776296086000,1776296086000,100
1776296088000,1776296088000,99
1776296089000,1776296089000,99
1776296091000,1776296091000,99
1776296092000,1776296092000,97
1776296094000,1776296094000,97
1776296095000,1776296095000,97
1776296096000,1776296096000,97
1776296098000,1776296098000,94
1776296100000,1776296100000,94
1776296101000,1776296101000,94
1776296103000,1776296103000,92
1776296104000,1776296104000,92
1776296106000,1776296106000,92
1776296107000,1776296107000,95
1776296109000,1776296109000,95
1776296110000,1776296110000,95
1776296112000,1776296112000,102
1776296113000,1776296113000,102
1776296115000,1776296115000,102
1776296116000,1776296116000,102
1776296118000,1776296118000,102
1776296123000,1776296123000,100
1776296124000,1776296124000,100
1776296126000,1776296126000,100
1776296127000,1776296127000,96
1776296129000,1776296129000,96
1776296130000,1776296130000,96
1776296132000,1776296132000,95
1776296134000,1776296134000,95
1776296136000,1776296136000,95
1776296137000,1776296137000,96
1776296139000,1776296139000,96
1776296140000,1776296140000,96
1776296142000,1776296142000,93
1776296143000,1776296143000,93
1776296145000,1776296145000,93
1776296147000,1776296147000,93
1776296148000,1776296148000,88
1776296150000,1776296150000,88
1776296155000,1776296155000,85
1776296157000,1776296157000,85
1776296158000,1776296158000,89
1776296159000,1776296159000,89
1776296165000,1776296165000,91
1776296166000,1776296166000,91
1776296168000,1776296168000,89
1776296169000,1776296169000,89
1776296171000,1776296171000,89
1776296172000,1776296172000,96
1776296174000,1776296174000,96
1776296175000,1776296175000,96
1776296177000,1776296177000,103
1776296178000,1776296178000,103
1776296180000,1776296180000,103
1776296181000,1776296181000,103
1776296183000,1776296183000,101
1776296184000,1776296184000,101
1776296186000,1776296186000,101
1776296187000,1776296187000,104
1776296189000,1776296189000,104
1776296191000,1776296191000,104
1776296192000,1776296192000,100
1776296194000,1776296194000,100
1776296195000,1776296195000,100
1776296197000,1776296197000,102
1776296199000,1776296199000,102
1776296200000,1776296200000,102
1776296202000,1776296202000,102
1776296203000,1776296203000,101
1776296205000,1776296205000,101
1776296206000,1776296206000,101
1776296208000,1776296208000,96
1776296209000,1776296209000,96
1776296211000,1776296211000,96
1776296212000,1776296212000,98
1776296214000,1776296214000,98
1776296215000,1776296215000,98
1776296217000,1776296217000,99
1776296218000,1776296218000,99
1776296220000,1776296220000,99
1776296221000,1776296221000,99
1776296223000,1776296223000,97
1776296224000,1776296224000,97
1776296226000,1776296226000,97
1776296227000,1776296227000,89
1776296229000,1776296229000,89
1776296230000,1776296230000,89
1776296232000,1776296232000,92
1776296234000,1776296234000,92
1776296235000,1776296235000,92
1776296237000,1776296237000,92
1776296238000,1776296238000,92
1776296240000,1776296240000,92
1776296242000,1776296242000,92
1776296243000,1776296243000,91
1776296245000,1776296245000,91
1776296246000,1776296246000,91
1776296248000,1776296248000,89
1776296249000,1776296249000,89
1776296251000,1776296251000,89
1776296252000,1776296252000,90
1776296254000,1776296254000,90
1776296255000,1776296255000,90
1776296257000,1776296257000,92
1776296258000,1776296258000,92
1776296260000,1776296260000,92
1776296265000,1776296265000,88
1776296267000,1776296267000,89
1776296268000,1776296268000,89
1776296270000,1776296270000,89
1776296272000,1776296272000,89
1776296273000,1776296273000,85
1776296275000,1776296275000,85
1776296276000,1776296276000,85
1776296277000,1776296277000,87
1776296279000,1776296279000,87
1776296281000,1776296281000,87
1776296282000,1776296282000,91
1776296283000,1776296283000,91
1776296285000,1776296285000,91
1776296287000,1776296287000,91
1776296288000,1776296288000,94
1776296290000,1776296290000,94
1776296291000,1776296291000,94
1776296293000,1776296293000,95
1776296294000,1776296294000,95
1776296296000,1776296296000,95
1776296297000,1776296297000,95
1776296299000,1776296299000,95
1776296300000,1776296300000,95
1776296302000,1776296302000,93
1776296303000,1776296303000,93
1776296305000,1776296305000,93
1776296306000,1776296306000,93
1776296308000,1776296308000,97
1776296310000,1776296310000,97
1776296311000,1776296311000,97
1776296313000,1776296313000,99
1776296314000,1776296314000,99
1776296316000,1776296316000,99
1776296318000,1776296318000,96
1776296319000,1776296319000,96
1776296321000,1776296321000,96
1776296322000,1776296322000,100
1776296324000,1776296324000,100
1776296325000,1776296325000,100
1776296327000,1776296327000,98
1776296328000,1776296328000,98
1776296330000,1776296330000,98
1776296331000,1776296331000,98
1776296333000,1776296333000,95
1776296338000,1776296338000,96
1776296339000,1776296339000,96
1776296341000,1776296341000,96
1776296342000,1776296342000,105
1776296344000,1776296344000,105
1776296345000,1776296345000,105
1776296347000,1776296347000,109
1776296348000,1776296348000,109
1776296350000,1776296350000,109
1776296351000,1776296351000,109
1776296353000,1776296353000,106
1776296354000,1776296354000,106
1776296356000,1776296356000,106
1776296357000,1776296357000,99
1776296359000,1776296359000,99
1776296360000,1776296360000,99
1776296365000,1776296365000,99
1776296367000,1776296367000,99
1776296368000,1776296368000,98
1776296370000,1776296370000,98
1776296371000,1776296371000,98
1776296372000,1776296372000,98
1776296374000,1776296374000,98
1776296375000,1776296375000,98
1776296377000,1776296377000,96
1776296378000,1776296378000,96
1776296380000,1776296380000,96
1776296381000,1776296381000,94
1776296383000,1776296383000,94
1776296384000,1776296384000,94
1776296386000,1776296386000,94
1776296387000,1776296387000,96
1776296389000,1776296389000,96
1776296390000,1776296390000,96
1776296392000,1776296392000,102
1776296394000,1776296394000,102
1776296395000,1776296395000,102
1776296396000,1776296396000,102
1776296402000,1776296402000,96
1776296403000,1776296403000,96
1776296404000,1776296404000,96
1776296406000,1776296406000,96
1776296408000,1776296408000,97
1776296409000,1776296409000,97
1776296411000,1776296411000,97
1776296413000,1776296413000,96
1776296414000,1776296414000,96
1776296416000,1776296416000,96
1776296417000,1776296417000,96
1776296419000,1776296419000,96
1776296420000,1776296420000,96
1776296422000,1776296422000,99
1776296423000,1776296423000,99
1776296425000,1776296425000,99
1776296426000,1776296426000,99
1776296428000,1776296428000,100
1776296429000,1776296429000,100
1776296431000,1776296431000,100
1776296432000,1776296432000,97
1776296434000,1776296434000,97
1776296435000,1776296435000,97
1776296437000,1776296437000,94
1776296438000,1776296438000,94
1776296443000,1776296443000,95
1776296445000,1776296445000,95
1776296447000,1776296447000,95
1776296448000,1776296448000,98
1776296450000,1776296450000,98
1776296451000,1776296451000,98
1776296453000,1776296453000,97
1776296454000,1776296454000,97
1776296456000,1776296456000,97
1776296458000,1776296458000,99
1776296459000,1776296459000,99
1776296461000,1776296461000,99
1776296462000,1776296462000,101
1776296464000,1776296464000,101
1776296465000,1776296465000,101
1776296467000,1776296467000,101
1776296468000,1776296468000,100
1776296469000,1776296469000,100
1776296471000,1776296471000,100
1776296473000,1776296473000,97
1776296474000,1776296474000,97
1776296476000,1776296476000,97
1776296477000,1776296477000,96
1776296479000,1776296479000,96
1776296480000,1776296480000,96
1776296482000,1776296482000,92
1776296483000,1776296483000,92
1776296485000,1776296485000,92
1776296487000,1776296487000,95
1776296488000,1776296488000,95
1776296490000,1776296490000,95
1776296491000,1776296491000,95
1776296492000,1776296492000,92
1776296494000,1776296494000,92
1776296495000,1776296495000,92
1776296497000,1776296497000,93
1776296499000,1776296499000,93
1776296500000,1776296500000,93
1776296501000,1776296501000,93
1776296503000,1776296503000,96
1776296504000,1776296504000,96
1776296506000,1776296506000,96
1776296507000,1776296507000,98
1776296509000,1776296509000,98
1776296510000,1776296510000,98
1776296512000,1776296512000,91
1776296514000,1776296514000,91
1776296515000,1776296515000,91
1776296517000,1776296517000,91
1776296518000,1776296518000,80
1776296520000,1776296520000,80
1776296521000,1776296521000,80
1776296523000,1776296523000,80
1776296524000,1776296524000,80
1776296526000,1776296526000,80
1776296527000,1776296527000,76
1776296529000,1776296529000,76
1776296531000,1776296531000,76
1776296532000,1776296532000,75
1776296533000,1776296533000,75
1776296535000,1776296535000,75
1776296536000,1776296536000,75
1776296538000,1776296538000,75
1776296539000,1776296539000,75
1776296541000,1776296541000,75
1776296542000,1776296542000,76
1776296544000,1776296544000,76
1776296545000,1776296545000,76
1776296547000,1776296547000,76
1776296548000,1776296548000,82
1776296550000,1776296550000,82
1776296551000,1776296551000,82
1776296553000,1776296553000,75
1776296554000,1776296554000,75
1776296556000,1776296556000,75
1776296557000,1776296557000,75
1776296559000,1776296559000,75
1776296560000,1776296560000,75
1776296562000,1776296562000,76
1776296563000,1776296563000,76
1776296565000,1776296565000,76
1776296566000,1776296566000,76
1776296568000,1776296568000,80
1776296569000,1776296569000,80
1776296571000,1776296571000,80
1776296572000,1776296572000,78
1776296574000,1776296574000,78
1776296575000,1776296575000,78
1776296577000,1776296577000,78
1776296578000,1776296578000,78
1776296580000,1776296580000,78
1776296581000,1776296581000,78
1776296583000,1776296583000,76
1776296584000,1776296584000,76
1776296586000,1776296586000,76
1776296587000,1776296587000,75
1776296589000,1776296589000,75
1776296590000,1776296590000,75
1776296592000,1776296592000,75
1776296593000,1776296593000,74
1776296595000,1776296595000,74
1776296596000,1776296596000,75
1776296597000,1776296597000,75
1776296599000,1776296599000,75
1776296601000,1776296601000,75
1776296602000,1776296602000,74
1776296604000,1776296604000,74
1776296605000,1776296605000,74
1776296607000,1776296607000,74
1776296608000,1776296608000,74
1776296610000,1776296610000,74
1776296611000,1776296611000,74
1776296613000,1776296613000,76
1776296614000,1776296614000,76
1776296616000,1776296616000,76
1776296617000,1776296617000,76
1776296618000,1776296618000,76
1776296620000,1776296620000,76
1776296621000,1776296621000,76
1776296623000,1776296623000,75
1776296624000,1776296624000,75
1776296626000,1776296626000,75
1776296627000,1776296627000,79
1776296629000,1776296629000,79
1776296630000,1776296630000,79
1776296632000,1776296632000,79
1776296633000,1776296633000,79
1776296635000,1776296635000,79
1776296636000,1776296636000,79
1776296638000,1776296638000,79
1776296639000,1776296639000,79
1776296641000,1776296641000,79
1776296642000,1776296642000,82
1776296644000,1776296644000,82
1776296645000,1776296645000,82
1776296647000,1776296647000,80
1776296648000,1776296648000,80
1776296650000,1776296650000,80
1776296651000,1776296651000,80
1776296653000,1776296653000,81
1776296654000,1776296654000,81
1776296656000,1776296656000,81
1776296657000,1776296657000,78
1776296659000,1776296659000,78
1776296660000,1776296660000,78
1776296662000,1776296662000,77
1776296663000,1776296663000,77
1776296665000,1776296665000,77
1776296666000,1776296666000,77
1776296668000,1776296668000,77
1776296669000,1776296669000,77
1776296671000,1776296671000,77
1776296672000,1776296672000,77
1776296674000,1776296674000,77
1776296675000,1776296675000,77
1776296677000,1776296677000,77
1776296678000,1776296678000,76
1776296680000,1776296680000,76
1776296681000,1776296681000,76
1776296683000,1776296683000,76
1776296685000,1776296685000,76
1776296686000,1776296686000,76
1776296687000,1776296687000,77
1776296689000,1776296689000,77
1776296690000,1776296690000,77
1776296692000,1776296692000,78
1776296694000,1776296694000,78
1776296695000,1776296695000,78
1776296697000,1776296697000,78
1776296698000,1776296698000,78
1776296700000,1776296700000,78
1776296701000,1776296701000,78
1776296703000,1776296703000,79
1776296704000,1776296704000,79
1776296706000,1776296706000,79
1776296708000,1776296708000,78
1776296709000,1776296709000,78
1776296710000,1776296710000,78
1776296712000,1776296712000,75
1776296713000,1776296713000,75
1776296715000,1776296715000,75
1776296716000,1776296716000,75
1776296718000,1776296718000,74
1776296720000,1776296720000,74
1776296721000,1776296721000,74
1776296723000,1776296723000,73
1776296724000,1776296724000,73
1776296726000,1776296726000,73
1776296728000,1776296728000,72
1776296729000,1776296729000,72
1776296731000,1776296731000,72
1776296732000,1776296732000,75
1776296734000,1776296734000,75
1776296735000,1776296735000,75
1776296737000,1776296737000,77
1776296738000,1776296738000,77
1776296743000,1776296743000,78
1776296745000,1776296745000,78
1776296746000,1776296746000,78
1776296748000,1776296748000,80
1776296749000,1776296749000,80
1776296751000,1776296751000,80
1776296752000,1776296752000,82
1776296754000,1776296754000,82
1776296755000,1776296755000,82
1776296757000,1776296757000,83
1776296758000,1776296758000,83
1776296760000,1776296760000,83
1776296761000,1776296761000,83
1776296763000,1776296763000,79
1776296764000,1776296764000,79
1776296769000,1776296769000,82
1776296771000,1776296771000,82
1776296773000,1776296773000,79
1776296774000,1776296774000,79
1776296776000,1776296776000,79
1776296777000,1776296777000,80
1776296779000,1776296779000,80
1776296780000,1776296780000,80
1776296781000,1776296781000,80
1776296783000,1776296783000,79
1776296784000,1776296784000,79
1776296786000,1776296786000,79
1776296787000,1776296787000,79
1776296789000,1776296789000,79
1776296790000,1776296790000,79
1776296792000,1776296792000,82
1776296793000,1776296793000,82
1776296795000,1776296795000,82
1776296796000,1776296796000,82
1776296798000,1776296798000,77
1776296799000,1776296799000,77
1776296801000,1776296801000,77
1776296802000,1776296802000,77
1776296804000,1776296804000,77
1776296805000,1776296805000,77
1776296807000,1776296807000,77
1776296808000,1776296808000,75
1776296810000,1776296810000,75
1776296811000,1776296811000,75
1776296812000,1776296812000,76
1776296814000,1776296814000,76
1776296815000,1776296815000,76
1776296817000,1776296817000,76
1776296818000,1776296818000,76
1776296820000,1776296820000,76
1776296821000,1776296821000,76
1776296823000,1776296823000,74
1776296824000,1776296824000,74
1776296826000,1776296826000,74
1776296827000,1776296827000,74
1776296829000,1776296829000,74
1776296830000,1776296830000,74
1776296832000,1776296832000,74
1776296834000,1776296834000,74
1776296835000,1776296835000,74
1776296836000,1776296836000,74
1776296838000,1776296838000,74
1776296839000,1776296839000,74
1776296841000,1776296841000,74
1776296842000,1776296842000,72
1776296844000,1776296844000,72
1776296845000,1776296845000,72
1776296847000,1776296847000,79
1776296848000,1776296848000,79
1776296850000,1776296850000,79
1776296851000,1776296851000,79
1776296853000,1776296853000,78
1776296855000,1776296855000,78
1776296856000,1776296856000,78
1776296858000,1776296858000,79
1776296859000,1776296859000,79
1776296864000,1776296864000,80
1776296866000,1776296866000,80
1776296867000,1776296867000,78
1776296869000,1776296869000,78
1776296870000,1776296870000,78
1776296872000,1776296872000,72
1776296873000,1776296873000,72
1776296875000,1776296875000,72
1776296877000,1776296877000,72
1776296878000,1776296878000,73
1776296880000,1776296880000,73
1776296881000,1776296881000,73
1776296883000,1776296883000,77
1776296884000,1776296884000,77
1776296886000,1776296886000,77
1776296888000,1776296888000,77
1776296889000,1776296889000,77
1776296891000,1776296891000,77
1776296892000,1776296892000,77
1776296894000,1776296894000,77
1776296896000,1776296896000,77
1776296897000,1776296897000,77
1776296899000,1776296899000,77
1776296900000,1776296900000,77
1776296902000,1776296902000,77
1776296903000,1776296903000,78
1776296905000,1776296905000,78
1776296906000,1776296906000,78
1776296908000,1776296908000,80
1776296909000,1776296909000,80
1776296911000,1776296911000,80
1776296913000,1776296913000,75
1776296914000,1776296914000,75
1776296916000,1776296916000,75
1776296917000,1776296917000,75
1776296919000,1776296919000,75
1776296921000,1776296921000,75
1776296922000,1776296922000,75
1776296924000,1776296924000,75
1776296925000,1776296925000,75
1776296927000,1776296927000,75
1776296928000,1776296928000,75
1776296930000,1776296930000,75
1776296931000,1776296931000,75
1776296933000,1776296933000,75
1776296939000,1776296939000,75
1776296944000,1776296944000,75
1776296945000,1776296945000,75
1776296947000,1776296947000,75
1776296948000,1776296948000,75
1776296950000,1776296950000,75
1776296952000,1776296952000,75
1776296953000,1776296953000,75
1776296954000,1776296954000,75
1776296956000,1776296956000,75
1776296957000,1776296957000,75
1776296959000,1776296959000,75
1776296961000,1776296961000,75
1776296962000,1776296962000,75
1776296964000,1776296964000,75
1776296965000,1776296965000,75
1776296967000,1776296967000,75
1776296968000,1776296968000,75
1776296970000,1776296970000,75
1776296971000,1776296971000,75
1776296973000,1776296973000,75
1776296974000,1776296974000,75
1776296976000,1776296976000,75
1776296977000,1776296977000,75
1776296979000,1776296979000,75
1776296980000,1776296980000,75
1776296982000,1776296982000,75
1776296983000,1776296983000,75
1776296985000,1776296985000,75
1776296986000,1776296986000,75
1776296988000,1776296988000,75
1776296989000,1776296989000,75
1776296991000,1776296991000,75
1776296992000,1776296992000,75
1776296994000,1776296994000,75
1776296996000,1776296996000,75
1776296997000,1776296997000,75
1776296999000,1776296999000,75
1776297000000,1776297000000,75
1776297002000,1776297002000,75
1776297003000,1776297003000,75
1776297005000,1776297005000,75
1776297006000,1776297006000,75
1776297008000,1776297008000,75
1776297010000,1776297010000,75
1776297011000,1776297011000,75
1776297012000,1776297012000,75
1776297014000,1776297014000,75
1776297016000,1776297016000,75
1776297017000,1776297017000,75
1776297019000,1776297019000,75
1776297020000,1776297020000,75
1776297022000,1776297022000,75
1776297023000,1776297023000,75
1776297025000,1776297025000,75
1776297026000,1776297026000,75
1776297028000,1776297028000,75
1776297030000,1776297030000,75
1776297031000,1776297031000,75
1776297033000,1776297033000,75
1776297034000,1776297034000,75
1776297036000,1776297036000,75
1776297037000,1776297037000,75
1776297039000,1776297039000,75
1776297040000,1776297040000,75
1776297045000,1776297045000,75
1776297047000,1776297047000,75
1776297049000,1776297049000,75
1776297050000,1776297050000,75
1776297052000,1776297052000,75
1776297053000,1776297053000,75
1776297055000,1776297055000,75
1776297056000,1776297056000,75
1776297058000,1776297058000,75
1776297059000,1776297059000,75
1776297061000,1776297061000,75
1776297062000,1776297062000,75
1776297064000,1776297064000,75
1776297065000,1776297065000,75
1776297067000,1776297067000,75
1776297068000,1776297068000,75
1776297070000,1776297070000,75
1776297071000,1776297071000,75
1776297073000,1776297073000,75
1776297074000,1776297074000,75
1776297076000,1776297076000,75
1776297077000,1776297077000,75
1776297079000,1776297079000,75
1776297084000,1776297084000,75
1776297086000,1776297086000,75
1776297087000,1776297087000,75
1776297092000,1776297092000,75
1776297094000,1776297094000,75
1776297095000,1776297095000,75
1776297097000,1776297097000,75
1776297098000,1776297098000,75
1776297100000,1776297100000,75
1776297101000,1776297101000,75
1776297103000,1776297103000,75
1776297104000,1776297104000,75
1776297106000,1776297106000,75
1776297107000,1776297107000,75
1776297109000,1776297109000,75
1776297110000,1776297110000,75
1776297112000,1776297112000,75
1776297113000,1776297113000,75
1776297115000,1776297115000,75
1776297117000,1776297117000,75
1776297118000,1776297118000,75
1776297120000,1776297120000,75
1776297121000,1776297121000,75
1776297123000,1776297123000,75
1776297124000,1776297124000,75
1776297126000,1776297126000,75
1776297127000,1776297127000,75
1776297129000,1776297129000,75
1776297130000,1776297130000,75
1776297132000,1776297132000,75
1776297133000,1776297133000,75
1776297135000,1776297135000,75
1776297136000,1776297136000,75
1776297138000,1776297138000,75
1776297139000,1776297139000,75
1776297141000,1776297141000,75
1776297142000,1776297142000,75
1776297144000,1776297144000,75
1776297145000,1776297145000,75
1776297147000,1776297147000,75
1776297148000,1776297148000,75
1776297150000,1776297150000,75
1776297151000,1776297151000,75
1776297153000,1776297153000,75
1776297154000,1776297154000,75
1776297156000,1776297156000,75
1776297157000,1776297157000,75
1776297159000,1776297159000,75
1776297161000,1776297161000,75
1776297162000,1776297162000,75
1776297164000,1776297164000,75
1776297165000,1776297165000,75
1776297167000,1776297167000,75
1776297168000,1776297168000,75
1776297170000,1776297170000,75
1776297171000,1776297171000,75
1776297173000,1776297173000,75
1776297178000,1776297178000,75
1776297179000,1776297179000,75
1776297181000,1776297181000,75
1776297182000,1776297182000,75
1776297184000,1776297184000,75
1776297185000,1776297185000,75
1776297187000,1776297187000,75
1776297188000,1776297188000,75
1776297193000,1776297193000,75
1776297195000,1776297195000,75
1776297196000,1776297196000,75
1776297198000,1776297198000,75
1776297203000,1776297203000,75
1776297208000,1776297208000,75
1776297209000,1776297209000,75
1776297211000,1776297211000,75
1776297216000,1776297216000,75
1776297218000,1776297218000,75
1776297219000,1776297219000,75
1776297221000,1776297221000,75
1776297223000,1776297223000,75
1776297224000,1776297224000,75
1776297225000,1776297225000,75
1776297227000,1776297227000,75
1776297228000,1776297228000,75
1776297230000,1776297230000,75
1776297231000,1776297231000,75
1776297233000,1776297233000,75
1776297235000,1776297235000,75
1776297236000,1776297236000,75
1776297238000,1776297238000,75
1776297239000,1776297239000,75
1776297241000,1776297241000,75
1776297242000,1776297242000,75
1776297244000,1776297244000,75
1776297245000,1776297245000,75
1776297247000,1776297247000,75
1776297248000,1776297248000,75
1776297250000,1776297250000,75
1776297251000,1776297251000,75
1776297253000,1776297253000,75
1776297254000,1776297254000,75
1776297256000,1776297256000,75
1776297257000,1776297257000,75
1776297259000,1776297259000,75
1776297260000,1776297260000,75
1776297262000,1776297262000,75
1776297263000,1776297263000,75
1776297265000,1776297265000,75
1776297266000,1776297266000,75
1776297268000,1776297268000,75
1776297269000,1776297269000,75
1776297271000,1776297271000,75
1776297272000,1776297272000,75
1776297274000,1776297274000,75
1776297275000,1776297275000,75
1776297277000,1776297277000,75
1776297278000,1776297278000,75
1776297280000,1776297280000,75
1776297281000,1776297281000,75
1776297283000,1776297283000,75
1776297284000,1776297284000,75
1776297286000,1776297286000,75
1776297287000,1776297287000,75
1776297289000,1776297289000,75
1776297290000,1776297290000,75
1776297292000,1776297292000,75
1776297293000,1776297293000,75
1776297295000,1776297295000,75
1776297297000,1776297297000,75
1776297298000,1776297298000,75
1776297300000,1776297300000,75
1776297301000,1776297301000,75
1776297303000,1776297303000,75
1776297304000,1776297304000,75
1776297306000,1776297306000,75
1776297307000,1776297307000,75
1776297309000,1776297309000,75
1776297310000,1776297310000,75
1776297312000,1776297312000,75
1776297314000,1776297314000,75
1776297319000,1776297319000,75
1776297324000,1776297324000,75
1776297325000,1776297325000,75
1776297327000,1776297327000,75
1776297329000,1776297329000,75
1776297330000,1776297330000,75
1776297332000,1776297332000,75
1776297333000,1776297333000,75
1776297335000,1776297335000,75
1776297336000,1776297336000,75
1776297338000,1776297338000,75
1776297339000,1776297339000,75
1776297341000,1776297341000,75
1776297343000,1776297343000,75
1776297344000,1776297344000,75
1776297346000,1776297346000,75
1776297347000,1776297347000,75
1776297349000,1776297349000,75
1776297350000,1776297350000,75
1776297352000,1776297352000,75
1776297353000,1776297353000,75
1776297355000,1776297355000,75
1776297356000,1776297356000,75
1776297358000,1776297358000,75
1776297359000,1776297359000,75
1776297361000,1776297361000,75
1776297363000,1776297363000,75
1776297364000,1776297364000,75
1776297366000,1776297366000,75
1776297367000,1776297367000,75
1776297369000,1776297369000,75
1776297370000,1776297370000,75
1776297372000,1776297372000,75
1776297373000,1776297373000,75
1776297375000,1776297375000,75
1776297376000,1776297376000,75
1776297378000,1776297378000,75
1776297379000,1776297379000,75
1776297381000,1776297381000,75
1776297382000,1776297382000,75
1776297384000,1776297384000,75
1776297385000,1776297385000,75
1776297387000,1776297387000,75
1776297388000,1776297388000,75
1776297390000,1776297390000,75
1776297391000,1776297391000,75
1776297393000,1776297393000,75
1776297394000,1776297394000,75
1776297396000,1776297396000,75
1776297397000,1776297397000,75
1776297399000,1776297399000,75
1776297400000,1776297400000,75
1776297402000,1776297402000,75
1776297404000,1776297404000,75
1776297405000,1776297405000,75
1776297407000,1776297407000,75
1776297408000,1776297408000,75
1776297410000,1776297410000,75
1776297411000,1776297411000,75
1776297413000,1776297413000,75
1776297414000,1776297414000,75
1776297416000,1776297416000,75
1776297417000,1776297417000,75
1776297419000,1776297419000,75
1776297424000,1776297424000,75
1776297426000,1776297426000,75
1776297427000,1776297427000,75
1776297429000,1776297429000,75
1776297431000,1776297431000,75
1776297432000,1776297432000,75
1776297434000,1776297434000,75
1776297435000,1776297435000,75
1776297437000,1776297437000,75
1776297438000,1776297438000,75
1776297440000,1776297440000,75
